Sales Report - Chumley's ,,,,,,,,,,,,,,,
01-01-2024 to 12-31-2024,,,,,,,,,,,,,,,
Sales,,,,,,,,,,,,,,,
,Amount,,,,,,,,,,,,,,
,None,2pm to 3pm,3pm to 4pm,4pm to 5pm,5pm to 6pm,6pm to 7pm,7pm to 8pm,8pm to 9pm,9pm to 10pm,10pm to 11pm,11pm to12am,12am to 1am,1am to 2am,2am to 3am,Total
Bar,9,0,0,148,312.73,156.36,236.48,202.14,338.51,417.17,244.71,296.18,179,0,2540.28
Floor,332.67,0,81.26,754.41,781.96,2219.34,1600.12,1461.76,1679.04,958.89,679.08,231,27,0,10806.53
Tab,12657.62,1093.92,2941.72,60261.28,80905.84,90657.36,90706.59,93222.9,76213.72,60294.52,38470.96,23463.68,4432.56,56,635378.67
Delivery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DigitalGiftCardIssue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,12999.29,1093.92,3022.98,61163.69,82000.53,93033.06,92543.19,94886.8,78231.27,61670.58,39394.75,23990.86,4638.56,56,648725.48
Payments,,,,,,,,,,,,,,,
,Legacy Payments, Lightspeed Payments (Gross Total), Lightspeed Payments Processing Fees, Lightspeed Payments (Net Total),,,,,,,,,,,
,682377.16,0,0,0,,,,,,,,,,,
,Payment,Tip,Total,Tip Charge Withholdings,Number of Payments,,,,,,,,,,
Cash,63207.97,73,63280.97,0,4045,,,,,,,,,,
Amex,54203.12,13842.61,68045.73,0,1450,,,,,,,,,,
Discover,35772.59,7054.24,42826.83,0,1628,,,,,,,,,,
Mastercard,122818.94,26070.38,148889.32,0,4409,,,,,,,,,,
Visa,349330.46,73284.82,422615.28,0,13227,,,,,,,,,,
V/Mc/D Subtotal,507921.99,106409.44,614331.43,0,19264,,,,,,,,,,
Credit Total,562125.11,120252.05,682377.16,0,20714,,,,,,,,,,
Gift Card,1287.99,156.15,1444.14,0,43,,,,,,,,,,
Tenders Total,1287.99,156.15,1444.14,0,43,,,,,,,,,,
Total,626621.07,120481.2,747102.27,0,24802,,,,,,,,,,
Refunds,,,,,,,,,,,,,,,
,Total,Number of Refunds,,,,,,,,,,,,,
Total,0,0,,,,,,,,,,,,,
Void,,,,,,,,,,,,,,,
Reason,Amount,,,,,,,,,,,,,,
test,74,,,,,,,,,,,,,,
customer changed mind,92.55,,,,,,,,,,,,,,
86,199.6,,,,,,,,,,,,,,
entry error,3280.93,,,,,,,,,,,,,,
Total,3647.08,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Comp,,,,,,,,,,,,,,,
Reason,Amount,,,,,,,,,,,,,,
friends and family discount,15,,,,,,,,,,,,,,
customer changed mind,15,,,,,,,,,,,,,,
Shulman Comp,48.64,,,,,,,,,,,,,,
customer complaint,67.5,,,,,,,,,,,,,,
customer didn't like,88,,,,,,,,,,,,,,
vip,97.29,,,,,,,,,,,,,,
entry error,112,,,,,,,,,,,,,,
Peters Comp,255,,,,,,,,,,,,,,
special occasion,738,,,,,,,,,,,,,,
spillage,1296,,,,,,,,,,,,,,
Food Tasting,1706.5,,,,,,,,,,,,,,
Alcohol Tasting,2091.29,,,,,,,,,,,,,,
employee meal,3718,,,,,,,,,,,,,,
manager,3916.29,,,,,,,,,,,,,,
Croce Comp,3954.5,,,,,,,,,,,,,,
Guest Rec,5449.4,,,,,,,,,,,,,,
Total,23568.41,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Comps Summary,,,,,,,,,,,,,,,
,Total,Tax Total,,,,,,,,,,,,,
Check Comps,20555.41,0,,,,,,,,,,,,,
Item Comps,3013,0,,,,,,,,,,,,,
Deposits Reconciliation,,,,,,,,,,,,,,,
,Amount,,,,,,,,,,,,,,
Cash Payments Received,63207.97,,,,,,,,,,,,,,
Cash Payins,0,,,,,,,,,,,,,,
Cash Payouts,-6413.07,,,,,,,,,,,,,,
Tip adjustment,-120408.2,,,,,,,,,,,,,,
Cash Deposit,-63613.3,,,,,,,,,,,,,,
